usuario	tuit_es	tuit_en	sentiment	emoji
 yola_guerrerob	" Hoy celebramos la #ExpropiaciónPetrolera, mediante la cual, el ex presidente Lázaro Cárdenas logró nacionalizar el petróleo y con ello brindar mejores oportunidades económicas en el territorio nacional. #YolaTuDiputada❤️ https://t.co/yXABkvCqEI
"	"Today we celebrate the #ExpropiaciónPetrolera, through which former President Lázaro Cárdenas managed to nationalize oil and thereby provide better economic opportunities in the national territory. # YolaTuDiputada❤️ https://t.co/yXABkvCqEI
"	1	😀
 WencesRealPT	" La #ONU proclamó del 2021-2030 como “Década de las ciencias oceánicas para el desarrollo sostenible”, con el objetivo de movilizar a la comunidad científica y política a las empresas y a la sociedad civil en torno a un programa común de investigación #DiaMundialDeLosOceanos #PT https://t.co/7hJEEqZ3yn
"	"The #UN proclaimed 2021-2030 as the ""Decade of ocean sciences for sustainable development"", with the aim of mobilizing the scientific and political community, companies and civil society around a common research program #Ocean WorldDay # PT https://t.co/7hJEEqZ3yn
"	0	😐
 hugo_murillor	" Cada 22 de abril se celebra el Día de la Tierra. Instaurado para crear conciencia a los problemas como la contaminación, la conservación de la biodiversidad, la superpoblación y otras preocupaciones ambientales para la protección de nuestro planeta. https://t.co/EZw6rCkcHz
"	"Every April 22 is Earth Day. Established to raise awareness of problems such as pollution, biodiversity conservation, overpopulation and other environmental concerns for the protection of our planet. https://t.co/EZw6rCkcHz
"	-1	😠
 LaraNadiaLuz	" Agradezco a la doctora @BValderramaB y la ACMor por la invitación a participar en este importante foro virtual, pues hoy más que nunca la CTI deben ser parte de la agenda legislativa nacional; pues, México requiere de compromiso para su desarrollo sustentable https://t.co/qM0CZRVIMi
"	"I thank Dr. @BValderramaB and ACMor for the invitation to participate in this important virtual forum, because today more than ever the CTI should be part of the national legislative agenda; Well, Mexico requires a commitment for its sustainable development https://t.co/qM0CZRVIMi
"	1	😀
 Maite_VargasM	" ¡En la #4T sabemos que el equilibrio con el medio ambiente es necesario! Incorporamos a la Ley el principio de protección al suelo, agua y otros recursos para promover su aprovechamiento sustentable. 💧🌱♻️ #Morena  #QuedateEnCasa  #LoMejorEstaPorVenir https://t.co/Ci5dIAqpzO
"	"At # 4T we know that balance with the environment is necessary! We incorporate into the Law the principle of protection of soil, water and other resources to promote their sustainable use. 💧🌱♻️ #Morena #QuedateEnCasa #LoMejorEstaPorVenir https://t.co/Ci5dIAqpzO
"	1	😀
 Maite_VargasM	" En los temas prioritarios del #PEF2020 se encuentran los programas sociales, el recurso asignado a este rubro permitirá implementar programas como el de Conservación para el Desarrollo Sostenible, el cual busca el máximo aprovechamiento de los ecosistemas y su biodiversidad. https://t.co/uhaz4C5cF7
"	"In the priority topics of # PEF2020 are social programs, the resource allocated to this item will allow the implementation of programs such as Conservation for Sustainable Development, which seeks the maximum use of ecosystems and their biodiversity. https://t.co/uhaz4C5cF7
"	1	😀
 Maite_VargasM	" Evita la contaminación y  lleva los aparatos que ya no utilizas para aprovechar los materiales desechados y así fabricar nuevos. #CentauroParaElMundo🌎🙋‍♀️
"	"Avoid contamination and take the devices you no longer use to take advantage of discarded materials and thus manufacture new ones. # CentauroParaElMundo🌎🙋‍♀️
"	-1	😠
 Maite_VargasM	" Muy pronto quitaremos el #ÁrbolDeNavidad de nuestros hogares, lo mejor que puedes hacer es donarlo para que pueda ser #reciclado y que este se convierta en abono orgánico. Sumemos acciones por un mundo más sustentable, localiza tu punto de recolección más cercano. https://t.co/zSEieNCykn
"	"Very soon we will remove the #Christmas Tree from our homes, the best thing you can do is donate it so that it can be #recycled and that it becomes organic compost. Let's add actions for a more sustainable world, locate your closest collection point. https://t.co/zSEieNCykn
"	1	😀
 Maite_VargasM	" Los humanos hemos dejado una gran huella en nuestro planeta, es necesario comprometernos en cumplir con los Objetivos de Desarrollo Sostenible de la #Agenda2030: 👉Energía Asequible y No Contaminante 👉Agua Limpia y Saneamiento  👉Producción y Consumo Responsables @WMO @CMNUCC https://t.co/s1SNB36eAo
"	"Humans have left a great mark on our planet, it is necessary to commit ourselves to comply with the Sustainable Development Goals of the # Agenda2030: 👉Affordable and Non-Pollutant Energy 👉Clean Water and Sanitation ResponsaResponsible Production and Consumption @WMO @CMNUCC https: / /t.co/s1SNB36eAo
"	1	😀
 Maite_VargasM	" Es importante sumar esfuerzos para hacer conciencia sobre el uso adecuado de nuestros #RecursosNaturales, es por ello que llevamos a cabo el Foro Desarrollo  Sustentable https://t.co/P2tr21i2yW
"	"It is important to join efforts to raise awareness about the proper use of our #NaturalResources, that is why we carry out the Sustainable Development Forum https://t.co/P2tr21i2yW
"	1	😀
 Maite_VargasM	" Estuve con la embajadora Annika Tunborg de la República de Suecia, una reunión en la que abordamos temas de seguridad, y el fomento de la minería sustentable. #Distrito02Chihuahua #JuventudYCompromisoEnLa4T  #CamaraDeDiputados #RelacionesExteriores #DiputadosMorena https://t.co/BFIobP6kPZ
"	"I was with Ambassador Annika Tunborg from the Republic of Sweden, a meeting in which we discussed security issues, and the promotion of sustainable mining. # Distrito02Chihuahua # JuventudYCompromisoEnLa4T #CamaraDeDiputados #RelacionesExteriores #DiputadosMorena https://t.co/BFIobP6kPZ
"	1	😀
 KathiaBolio	" Hoy acompañé al Gobernador @MauVila y al Alcalde @RenanBarrera a la presentación del proyecto de movilidad e infraestructura sustentable “Va y Ven, de la Gente”.   Un sistema metropolitano e integral para garantizarle a los usuarios del transporte...   ℹ️ https://t.co/ard9kJc7jd https://t.co/y2KaFrZJdy
"	"Today I accompanied the Governor @MauVila and the Mayor @RenanBarrera to the presentation of the sustainable mobility and infrastructure project “Va y Ven, de la Gente”. A comprehensive metropolitan system to guarantee transport users ... ℹ️ https://t.co/ard9kJc7jd https://t.co/y2KaFrZJdy
"	1	😀
 KathiaBolio	" En @AccionNacional estamos con las y los mexicanos, por eso decimos NO a la #LeyApagón que quiere aprobar #Morena y sus partidos aliados, que generarán corrupción, energía más costosa y contaminación del medio ambiente. https://t.co/TOvmPoAAsT
"	"In @AccionNacional we are with the Mexicans, that is why we say NO to the # LeyApagón that #Morena and its allied parties want to approve, which will generate corruption, more expensive energy and environmental pollution. https://t.co/TOvmPoAAsT
"	1	😀
 KathiaBolio	" Hoy es un día muy especial para las MUJERES de @AccionNacional nuestra organización femenina @PPMNACIONAL✨ cumple 81 Años, un abrazo a todas las que hemos sido formadas en #PPM y formadoras de más mujeres en política.  @adrixaguilar Vamos por Más! AN https://t.co/jV8R9jcJTN
"	"Today is a very special day for the WOMEN of @AccionNacional, our women's organization @ PPMNACIONAL✨ turns 81, a hug to all of us who have been trained in #PPM and trainers of more women in politics. @adrixaguilar Let's go for More! AN https://t.co/jV8R9jcJTN
"	1	😀
 KathiaBolio	" 💎 Orgullo que se comparte! La calidad de vida de quienes vivimos en estas ciudades es próspera y con desarrollo sostenible para los ciudadanos. Felicito a los Alcaldes PANISTAS mejor evaluados: @RenanBarrera @FYunesMarquez @ChuchoNader @hlsantillana @TereJimenezE @MaruCampos_G https://t.co/KfXxzWM25G
"	"💎 Pride that is shared! The quality of life of those of us who live in these cities is prosperous and with sustainable development for citizens. I congratulate the best evaluated PANISTAS Mayors: @RenanBarrera @FYunesMarquez @ChuchoNader @hlsantillana @TereJimenezE @MaruCampos_G https://t.co/KfXxzWM25G
"	1	😀
 KathiaBolio	" Acompañé al Alcalde de Mérida @RenanBarrera a la Sesión Solemne de Cabildo donde rindió su 1er. Informe de Gobierno Municipal, hoy tenemos un ciudad segura, sustentable y ordenada.   ¡Muchas Felicidades Presidente por este año de buen gobierno para todos!   #ElFuturoPintaMejor https://t.co/5JdyzouIHc
"	"I accompanied the Mayor of Mérida @RenanBarrera to the Solemn Session of the Cabildo where he held his 1st. Municipal Government Report, today we have a safe, sustainable and orderly city. Congratulations President for this year of good government to all! #ElFuturoPintaMejor https://t.co/5JdyzouIHc
"	1	😀
 KathiaBolio	" Mientras la tendencia mundial es cuidar el planeta y medio ambiente, en San Felipe, Yuc. contiúa el #Ecocidio de la Biósfera de Ría Lagartos, relleno de humedales y tala de manglares, santuario del flamenco rosa y 47 aves marinas migratorias entre otras especies. Ccp. @PROFEPA_Mx https://t.co/Pufck8qtSZ
"	"While the world trend is to take care of the planet and the environment, in San Felipe, Yuc. The #Ecocide of the Ría Lagartos Biosphere continues, filled with wetlands and mangrove felling, sanctuary of the pink flamingo and 47 migratory seabirds among other species. Ccp. @PROFEPA_Mx https://t.co/Pufck8qtSZ
"	1	😀
 KathiaBolio	" Felicidades a @PPMNACIONAL y a nuestra Secretaria @adrixaguilar por los nuevos retos y cambios. Quienes hemos formado parte de PPM nos congratulamos con estas acciones. @AccionNacional fue el primer partido político en México en darle voz y voto a las MUJERES de esta nación. https://t.co/8xgM0fp7Ue
"	"Congratulations to @PPMNACIONAL and to our Secretary @adrixaguilar for the new challenges and changes. Those of us who have been part of PPM congratulate ourselves with these actions. @AccionNacional was the first political party in Mexico to give a voice and vote to the WOMEN of this nation. https://t.co/8xgM0fp7Ue
"	1	😀
 ClauNavaL	" Nada se modifica, si nosotros mismos no participamos para ello. Te invito a participar, tomemos juntas(os) el control y demos click a ser ciudadanía disruptiva ante el retroceso actual en el Desarrollo Sostenible: Social, Educación, Salud, Familia, medioambiente y laboral.
"	"Nothing is modified, if we ourselves do not participate in it. I invite you to participate, let's take control together and click to be disruptive citizenship in the face of the current setback in Sustainable Development: Social, Education, Health, Family, environment and labor.
"	-1	😠
 BlancaEppenC	" Acompañé a los Presidentes del @PAN_Coah y @TorreonPAN, @ChuydeLeon y @Nachogarciaca, respectivamente; a las Diputadas @Silvia_GarzaG y @marucazarespan, así como a @KarlaOsuna_ de PPM, en rueda de prensa donde dimos  todo nuestro respaldo al paro nacional del 9 de marzo. https://t.co/1gIIUinhPy
"	"I accompanied the Presidents of @PAN_Coah and @TorreonPAN, @ChuydeLeon and @Nachogarciaca, respectively; to the Deputies @Silvia_GarzaG and @marucazarespan, as well as @KarlaOsuna_ from PPM, at a press conference where we gave our full support to the national strike on March 9. https://t.co/1gIIUinhPy
"	1	😀
 BlancaEppenC	" Quiero felicitar de manera especial a la Regidora Elizabeth Pérez Alemán Secretaria de PPM del CDM del PAN por la organización de la conferencia “El Contexto Actual de las Mujeres Mexicanas” impartida por Lucía Carrillo Ovalles, en el marco del Día Internacional de la Mujer. https://t.co/Mb7E8lp63y
"	"I want to congratulate in a special way the Councilor Elizabeth Pérez Alemán, Secretary of PPM of the CDM of PAN for the organization of the conference ""The Current Context of Mexican Women"" given by Lucía Carrillo Ovalles, within the framework of International Women's Day. https://t.co/Mb7E8lp63y
"	1	😀
 BlancaEppenC	" Impulsamos reformas a la Ley de Transporte y Movilidad Sustentable y al Código Penal para que se castigue a quienes practiquen el acoso callejero y el ciberacoso. Las mujeres tenemos derecho a vivir en un mundo libre de violencia. #Juntasnoscuidamos #SegundoInforme https://t.co/cZygBbnmqi
"	"We promote reforms to the Sustainable Transportation and Mobility Law and the Penal Code so that those who practice street harassment and cyberbullying are punished. Women have the right to live in a world free of violence. #Juntasnoscuidamos #SegundoInforme https://t.co/cZygBbnmqi
"	-1	😠
